id	p1	median_age	area	developed_land	residential_density	land_use_proximity	age_death	singlefamily_property_value	year_built	commercial_permits	commercial_year_built	gas_consumption	heated_sqft	commute_time	drive_alone	dropout_rate	change_residential_property_value	impervious_surface	unexcused_absences	transit_proximity	rental_units	foodstamps	foreclosures	employed_6_months	median_household_income	grocery_stores	medicaid	housing_units	part_time	new_building_permits	structures_in_floodplain	water_consumption	fire_calls	births_to_adolescents	growth_3_5	growth_6_8	growth_9_12	proficient_9_12	proficient_6_8	proficient_3_5	residential_reno_permits	north_carolina_health_choice	tree_canopy	bicycle_friendly	energy_consumption	adopt_a_stream	commercial_building_sqft	street_connectivity	juvenile_incidents	streets_adopted	nuisance_violations	animal_control	residents_on_committees	neighborhood_organizations	code_violations	near_public_outdoor_recreation	near_medicaid_or_free_clinic	property_crime	residential_recycling	sidewalks	violent_crime	registered_voters	voter_participation	white	black	asian	group_population	other_population	neighborhood_schools	owner_occupied	near_drugstore	public_transit	residential_vacant	no_highschool_diploma	rent	private_schools	grants	commercial_code_violations	commercial_property_value_change	preschool_programs	school_aged_programs	subsidized_housing	zoning_violations	waste_generation	residential_vacant_rate	residential_tree_canopy	hispanic
264	1845	28	325	86	2.8		70	162007	1992		1993	64	2707	27.4	83.5	2.7	-0.6	16	8		3.3	8.9	1.5	8.4	56071	49.6	6.4	916	29.1	11		8	0.013	0	64.3	55.8	58.3	76.3	68.2	55.6	4	3.2	58	1.5	1029	0	7170	1.1	189	0	40	34	0	3	2	100	0	2276	59.4	26.8	325	70.2	44.3	49.3	38.4	6.1	0	2.8	82.6	42	53.6	0	45	0.8	938	14.3				0	0	0.4		32.7	7.1	63.5	6.6
265	1514	41	279	96.2	2		75	147374	1994		1981	60	2080	39.9	87	0	-0.7	15.6	13.8	99.8	10.5	9	0.9	10.4	75458	24	7.5	546	34.4			6.5	0.015	4.4	73	40.5	44.4	78.1	75	68.3	9	3.3	42.2	1.7	1054	0	0	1	1087	0	81	78	1	3	0	100	12.5	925	71	63.9	198	85.4	48.1	60.8	28.8	5.1	0	2.4	83.7	84.3	23.8	1	6	1.7	1672	33				4	2	0.4		29.3	8.6	39	6.3
266	2673	35	1893	75.7	0.6		60	133257	1993	1200	1989	55	1927	37.5	86.3	0	-2.2	4.7	5.9		12.4	9.8	1.7	5.1	71930	27.6	8.4	1057	38.9		20	5.9	0.015	2.6	65.8	51.8	45.5	62.8	71.3	77.9	5	7.3	64	1.2	1130	16.2	81323	1.1	282	0	65	124	2	3	0	98.9	0	2020	65	40.6	0	79.3	43.5	53.5	36.6	3.4	0	3.6	82.2	85.8	25.4	0	153	7.7	1119	24.8				1	2	0.4		32.6	6.8	58.2	9.2
267	4044	31	2056	76.4	0.7		53	155586	2000	3240800	1989	49	2032	36.2	84.4	1.9	-0.2	12.9	5.5		9.1	8.7	1.5	0.6	67025		7	1472	42.6	49	6	6.6	0.022	0	55.6	56.8	63.5	75.8	68.8	76.3	35	5.4	44.4	1.4	1128	0	2783553	1.1	0	0	38	136	0	2	0	71.9	0	1558	67.5	62.6	49	76.7	41.4	55.1	28.7	6.6	0	5.6	65.4	90.7	0	0	117	9.4	1117	6.2				2	3	0		25.7	3.9	29.4	13.6
268	1735	31	257	97.4	2.7		72	108120	1983		2004	50	1628	33.3	77	1.9	-0.4	17.9	8.9	99.9	17.8	23.8	2.6	27.6	46554	15.5	19.7	695	56.2			6.6	0.012	7.5	62	74.2	72.7	77.1	80.3	63.8	8	8.9	49.1	1.3	1058	0	2906	1.1	1426	0	222	141	0	1	5	99.4	56.1	2248	51.4	30.2	173	76	48.3	44.5	40.9	1.9	0	7.9	65.4	70.7	35	3	3	11.8	912	2.5				1	1	12.9		34.1	6.2	53.6	17.7
269	2628	39	459	96.5	2.6		72	276668	1986	10726	2001	59	2415	41.6	88	0	1.6	22.5	5.3	98	15	6.4	0.7	13.7	59315	92.6	6.5	1200	47.9		4	9.5	0.013	0	48.7	73.7	54.8	85.1	86.4	87.7	27	3.9	50.9	1.4	1193	0	243662	1.1	0	0	33	101	1	1	1	8.9	67.9	609	69.5	40.6	38	79.5	48.3	80.9	5.8	9.1	0.3	1.6	94.1	59.7	42.4	7	27	1.2	823	13.5				1	0	0		47	5.3	55.6	6.1
270	1321	31	90	100	6.6		47				1983			35.2	74.7	10.4		45.6	15	100		36		14.4	24750		26	598	53.9				0.019	6	60.5	51.4	26.3	55.6	41	52.3		10.1	29.3	1.4	973	2.9	211433	1.1	0	0	2	77	0	0	3	100	0	5753		61.6	757	33.1	32.8	18.9	51.8	1.6	0	22	81.7	0.5	100	12		11.8	708	11.3				0	0	3			10.1	29.5	28.5
271	1163	40	169	99.7	2.7		60	87235	1970			60	1412	53.5	81.1	0	-1	17.2	12.6	100	24	37.7	1.1	4.3	54043		26.1	448	36.6		1	6.4	0.013	12.5	27.3	79.1	54.6	82.1	50	47.2	9	20.3	54.1	1.5	1235	0	0	1.2	725	0	311	120	0	3	6	100	3.6	2494	47.7	17.5	258	89.6	49.5	10.1	83.6	1.2	0	3.5	35.1	73.8	4.2	10	1	11.3		0				2	2	3.8		29.9	4.4	61.1	7.8
272	1388	26	533	92.4	1.5		64				1991	73		49.4	78	2.9		30	19.1	100		22.9		9.3	34107		16.3	780	45.8		1		0.024	1.6	37.5	53.9	44.4	78.6	50	57.5		9.1	46.4	1.3	737	13.2	1829262	1.2	431	0	12	36	0	0	2	100	0	7493		58.6	720	30.3	27.4	42.7	40.8	2.6	0	8.5	80.4	0.5	41	145	1	19.9	752	0				0	0	0			5	37.3	13.5
273	1657	40	607	69.6	1.1		73	130062	2004		1992	51	1974	51.5	83.4	1.5	-1.3	6	9.8		15.2	15.3	3.5	3.5	67042	0.6	10.8	685	36.1	3	1	5.2	0.013	3.3	45.2	63.3	44.4	52.6	63.3	61.3	2	7.4	33.3	1.2	961	0	12116	1.1	0	0	10	43	0	0	1	14.3	0	1328	55.4	67.9	121	67.7	40.1	34.6	52.7	2.4	0	6.1	69.2	81.1	0	0	35	5.2	1422	0				1	1	1		26.7	8.9	18.7	14
274	971	27	122	91	4.6		40			200	1993			55.4	75.5	3.9		33.9	12.8	100		11		11.1	48854	100	7.5	554	34.6				0.007	0	47.1	66.7	55.6	63.6	56.3	63		5	33.4	1.3	850	11.8	160865	1.3	826	0	0	4	0	0	1	100	100	3090		67.8	309	46.9	20.7	32.6	38.5	24.4	0	2	91.2	0.6	100	0		2.6	916	31.5				1	0	0			7.6	27.4	4.5
275	2047	35	396	96.3	2.3		69	227634	1991		1997	70	2754	24.1	82.2	2.3	-0.5	19.9	8	10.9	4.9	8.8	0.7	19.2	68875	14.6	8	895	43.1		3	9.4	0.015	0	63.6	68.3	50	70.2	60.9	64.8	7	5.8	58.1	1.3	1205	15.6	169743	1	1326	0	20	37	2	3	0	98.7	0.4	1905	74.4	32.3	244	77.2	46.7	50.5	40	3.8	0.3	2.3	79.1	48.1	43.7	0	24	1	770	45.9				2	2	7.2		46.6	3.8	64	6
276	1871	26	410	86.5	1.6		60	159043	1996		1990	58	2152	52.1	72.4	3.3	-0.8	12.7	10.5		10.6	9.2	1.6	11.3	94539		6.8	669	36.8		3	6.7	0.006	4	53.2	60.3	60	72.1	66.3	68.3	6	2.7	42.3	1.3	1085	0	79016	1	543	0	176	58	2	1	1	33.5	0	1122	71	56.3	107	83.3	47.8	60.2	29.8	4.9	0	2.2	82.7	86.6	0	0	5	0	1167	12.8				0	1	0.4		30	4.1	36.5	7.5
277	1329	35	929	69	0.6		81	152538	1998		1977	57	2016	26.3	91.2	1.8	-0.4	4.5	8.3	0.2	11.2	9	1.5	4.1	78448		7.8	533	44.7	25	2	5.7	0.014	0	62.8	45.2	47.8	75	62.2	75.4	7		45	1.3	1086	0	2192	1.2	208	0	76	49	0	1	0	21.4	0	1430	65.9	45.5	150	84.5	45.9	44.2	42.4	5.5	0	4.3	79	85.9	0	0	72	10.2	1593	3.3				2	1	0.4		40.1	6.5	30.2	7.1
278	1222	27	173	82.8	4.9		61	145953	2002		1998	62	2118	37.8	98.7	6	-1.3	24.9	9.4		11.1	13	2.1	10.7	51064	100	9.3	841	49.7	16		6.1	0.027	0	48.2	54.6	50	69.2	54.3	64.1	2	5.4	38.9	1.2	873	0	81846	1.1	602	0.03	20	11	0	0	0	100	0	4092	51.9	34.1	245	64.6	27.1	39.6	45.8	6	0	4	82.7	16	43.8	0	21	3.5	902	10				0	1	0		30.6	7.2	39.6	7.4
279	1430	32	118	98.9	7.4		65	101819			2000	28		33.8	87	0	-1.7	32.2	11			6.7	2.1	4.2	51588	86.3	6.5	870	24.9		4		0.008	0	50	46.2	71.4	66.7	68.8	64.7		5.5	38.6	1.2	871	0	5704	1.2	1099	0	3	17	0	0	0	100	0	1259		0.4	70	59	35	46.4	39.3	7.7	0	3.1	87.2	31.9	67.5	0		1.2	867	100				0	0	0.1			4.5	39.2	7.6
280	1899	27	921	87.6	0.4		55	96164	1993		1984	34	1539	49.3	61.6	6.4	-1.7	24.3	22.1	42.1	32.9	31.3	2.8	10.1	29852		27.5	401	49.8		1	5.6	0.026	8.3	52.5	42.2	42.4	57.8	34.3	42.4	2	7	37	1.4	1262	0	3328638	1.1	430	0	90	242	1	0	3	0	0	4950	51.3	22	685	43.3	31.3	38.5	33.6	1.3	0	21.6	72.7	59.8	0	17	11	39.3	669	2.9				0	0	2		18.5	9.1	50.1	40.3
281	984	31	189	88.5	2.5		64	120799	1948	15000	1998	39	1204	10.1	80.7	3.5	0.5	38.5	14.7			18.8	2.1	14	86679	99.8	10.2	461	44.6				0.022	11.8	54.6	50	75	56.7	48.9	54.6		9.7	19	1.2	877	0	986422	1.1	775	0	11	22	0	0	0	31.5	0	5285		22.5	102	68.9	35.7	39.2	51.3	1.9	3.7	3.7	86.6	52.5	99.8	0		0	1114	0				1	1	39.5		10.6	9.4	24.4	6.6
282	1345	33	353	77	1.4		73	113831	1995		1973	51	1803	24.8	77.5	4.3	-2.5	8	11.1		13.3	17	1.5	3.3	59301		13.1	483	62.6	8	4	5.6	0.015	7.8	48.9	71.2	57.5	66	52.1	43.7	2	7	53.2	1.2	1110	0	625	1.1	194	0	71	265	0	0	0	98.6	0	2082	53	40.4	0	78.2	43.6	27.3	57.8	2.6	0	8.2	73.4	84.8	0	0	52	6.4		7				2	2	1.2		18.3	8.2	50.9	15.1
283	2530	37	436	80	2.4		50	109777	1992		1986	53	1623	29.2	80.5	2.3	-1.6	15.2	10.7	65.7	15.9	18.5	1.4	8.3	59821		13.7	1057	46.4	2		5.8	0.019	4.7	66.7	59.5	63.8	47	55.3	61.8	8	8.9	54.7	1.3	942	0	54599	1.1	592	1.01	207	160	2	1	5	90.1	0	1739	55.2	39.9	553	79.4	43.2	24	61.6	6	0	5.6	68.4	76.9	30.5	66	82	8.1	1137	13.8				2	2	3.9		35.2	6.2	50.1	9.9
284	964	41	954	42.6	0.3		75	479288	1995		2010	80	3868	58.3	79.3	1.3	2.3	4.2	2.9		3.8	0.7	0.4	24.6	128500	0.7	1.1	289	57		7	15.5	0.009	0	81.5	84.1	53.3	94.7	98.6	94.3	7		75.6	1.4	2005	0	11692	1.1	0	0	1	22	0	0	0	98.6	0.7	519	89	33.5	104	98.2	52.2	90.7	2.3	3.3	0	1.1	97.1	98.3	0.7	0	12	4.5	2001	9				1	1	0		38.7	1.7	62.2	2.7
285	1		2797	84.4			68	162022	1999	6000	1987	72	495					30		100								15			1												26.4	1.2		3.9	16447073	1.2		2.36	5	39	0	0	0		0			13					100		0			0	0	95								0	0					27.3	
286	698	41	1648	70.5	0.1		63	94916	1962		1978	61	1518	26.1	63.4	13	2	8.7	11.2	64.8	36	24.1		7.8	42639	5.5	21.1	91	48.8		58	5.6	0.079	9.4	83.3	65		25	39.1	60	2	8.6	56.9	1.3	1340	0	1026888	1.3	1852	0	3	35	0	1	1	2.2	0	6877		15.3	716	54.9	29.6	58.5	5	19.8	0	12.6	69.2	66.8	0	5	162	20.3	335	0				0	0	0			5	50.6	19.1
287	2590	37	1543	94.4	0.8		65	167746	1964	39683	1991	41	1569	45.4	62.9	0.9	1.5	32.4	7.9	100	33.3	10.8		13.4	37181	98.9	8.3	1177	55.1	48	1	4.4	0.046	1.6	61.9	65	72.4	70.2	75	74.5	2	9.5	39.9	1.3	879	0	6483210	1.3		0	2	33	0	0	0	77.1	97.8	21660		91.3		42.4	29.9	64.2	22.3	6	0	4.4	92.4	5.3	100	437	15	16.9	818	11.6				1	1	0			5.2	52.7	10.9
288	2099	35	576	87.8	1.7		74	236927	1982	3621	1975	45	2412	36.3	67.4	1.3	2.1	14.8	3.3	71.7	8.1	5.1	0.3	11.1	57849	19.8	3.9	975	43.8	1		7.9	0.017	0	62.5	70	63.6	85.2	90.3	88.9	32	2.4	68.4	1.2	1189	0	174218	1.1		0	6	9	0	1	0	23.2	0	762	69.2	51.2		84.3	52.9	83.8	9.1	3.3	0	2.2	77	66.6	22.6	6	29	2.6	767	37.4				2	2	0		45	4.4	73	5.6
289	3435	33	1271	74	1		60	158627	2001		2003	43	1985	37.4	80.7	0.6	0.5	10.3	7.3	9.7	6.8	6.4	1.3	5.1	63519	19.5	6.7	1283	45.5	13	8	6.3	0.008	2.4	56.8	54.3	63.1	78.1	69.4	76.6	7	6.3	38.5	1.4	1070	0	597785	1.1	732	0	189	169	0	0	1	40.2	11.5	3202	65.3	52.2	146	71.4	42.2	58	23.7	7.3	0	7	63.4	90.4	8.4	30	34	13.2	1243	10.8				1	2	0.2		26.4	4.6	33.4	18.4
290	539	44	842	90.6	0.5		71	76607	1951	6482	1975	56	1049	13	100	13.8	3.1	36	21	100	47.1	53.4	1.4	0	27833	0.7	43.2	416	45.7			5	0.152	6.7	42.9	48.4	60	38.5	35.3	53.1	3	14.5	22.3	1.5	946	0	4626933	1.3	855	1.47	81	159	0	1	4	55.3	18.3	38961	45	43.9	8905	92.7	32	20.6	67	0.6	0	9.3	73.2	47.9	3.8	1410	16	40.8	741	0				2	1	1.4		29.4	9.1	52.2	14.5
291	1807	24	149	94.5	6.8		58	52461	2000		1974	42	1185	41.6	41.9	3	-6.3	27.9	14.4	100	16	42	1.2	10.4	27020		30	998	54.2			5.1	0.012	9.4	50.9	71.3	42.9	44.3	39.4	48.4	2	6.2	34.1	1.2	946	0	15174	1	0	0	58	76	0	0	5	98	0	5091	39.4	47	553	47.7	27.3	15.8	56.7	1.5	0.3	21.2	77.9	15.3	0	0		24.4	736	2				1	1	2.8		26.4	34.3	35.8	34.9
292	1086	28	305	68.9	1.4		55	72257	1978	888	1981	30	1033	27.6	49.5	1.6	0.8	15.4	23.8	100	41	49.7	2	4.4	19881		37.1	420	68.9	1	18	5.4	0.037	6.1	67.9	58	68.2	42.1	42.6	41.3	6	11.3	54.4	1.4	1270	0	497853	1.2	1449	0	211	83	0	0	8	100	0	6538	36.1	6.3	1473	60.5	23.9	3	84	9.3	0	2	62.9	30.4	0	94	128	37.9	580	3.6				2	2	66.9		22.5	12.7	62.3	2.9
293	727	33	110	94.3	3.3		61	73638	1947	1500	1961	51	1115	24.7	34.9	3	2.5	17.3	26.6	100	52.7	54.6	1.1	9.1	14369	39.7	36.2	359	63.2			5.1	0.033	22.7	72.7	76.9	71.4	45.5	55.2	44.7	12	6.4	60.2	2.1	1070	0	87846	1.4	3488	0	212	123	0	2	24	100	79.4	9216	32.5	45.5	1926	83.4	31.3	7.8	91.2	0.1	0	0.1	55.9	39.1	0	148	28	37.1	784	7.7				1	1	7.2		21.4	24.9	70.7	2.1
294	909	34	374	74.9	1.2		62	72985	1954		1977	66	1112	5.7	89.2	4.4	0.4	13.7	26.7	100	53.9	57.6	0.7	19.8	27679	27.1	36.2	435	46			5.3	0.05	6.7	58.3	72.7	50	48.5	42.5	38.3	2	7.4	56.9	1.5	1057	30.5	420384	1.1	4938	0.51	102	93	0	1	9	99.8	25.3	8251	39.8	41.7	1870	75.6	33.6	2.2	93	0.1	0	0.7	79.1	14	0	85	21	17.2	646	13.3				3	4	29.7		44.4	11	63.4	2
295	1328	26	106	90.7	4.1		62	81926	1973		1979	38	1280	23.1	61.6	8.6	-0.3	24.5	13.2	100	19.1	48.2	0.4	5	25435	3.7	35.7	438	60	1		5	0.028	8	41.7	65.2	53.9	60	42.9	33.3	2	7.7	24.5	1.8	983	0	14362	1.4	1199	0	43	67	1	1	1	100	0	5271	49.8	55.2	1280	77.6	39.7	3.9	93.1		6.6	0.2	54.7	39	0	65	40	22.7	542	5.6				2	1	66		25.6	5.3	23.9	1.7
296	1248	35	741	67.2	0.6		64	188270	1990		2008	59	2667	42.3	77.6	1.6	-0.7	5.7	8.4		9.7	9.1	1.5	20.6	77479		8.7	474	47.8	16		5.7	0.018	0	73.1	71	55.2	61.5	75	78.6	9	5.2	45.8	1.3	1351	0	495	1.2	0	0	71	31	0	2	0	0	0	962	65.1	27.9	0	77.8	52.8	45.2	41.6	5	0	5.2	73.7	92.7	0	0	172	8.2	1638	30.4				1	1	0		31.8	3.3	50.6	13.2
297	453	38	104	100	1.5		70	409616	1985		1989	44	3374	72.7	74	0	1.9	19.2	3.6	92.1	4.6			0	213750	53.6	1.1	151	57.6			13	0.015	0	88.9	84.6			85.7	86.7	14		47.8	1.8	2121	0	4313	1.2	0	0	0	4	1	1	0	53.6	96.7	1325	88.3	30	0	96.8	63.5	96	1.1	1.5	0		61.8	98	84.8	0		0	2001	60				0	0	0		45.7	1.3	54.8	0.7
298	1440	28	253	99.9	3.2		58	71766		38867	1994	28		30.4	83.4	7.7	-1.6	58.9	22.1	100		13.3	2.5	0	42173	100	13.4	799	31.4		6		0.024	4.1	54.2	69.2	55.6	53.6	46.4	70.7	1	7.2	14.2	1.3	854	4.8	1346615	1.3	2389	0	2	42	0	0	0	100	99.9	10625		77.7	1042	39.6	26.6	57.6	23.9	3.9	0	11.1	85.2	8.5	100	59		8	822	4.9				3	2	5		38.5	6.4	35.1	29.9
299	2541	30	489	80.7	2.4		70	101850	1994		1984	43	1631	30.3	82.9	3.3	-1.8	15.7	16.4	65.1	15.9	17.2	2.1	8.8	59563		14.4	1138	46.3	10	6	5.9	0.02	0	57.4	66.7	54.2	51.6	61.2	67.1	14	8.4	39.9	1.1	988	2.5	101599	1.1	149	0	248	125	0	1	6	99.8	10.3	2204	50.8	42	79	79.8	35.1	35.1	48.5	5.1	0	8.2	70.3	77.1	33.7	0	75	17.3	1050	11.5				3	3	1.3		30.8	10	33	14.1
300	1116	29	469	82.5	1.2		80	213894	1982	190447	1993	45	2023	10.3	53	6.9	1.4	34.8	23.8	100	13.5	17.7		3.4	27016	100	13	573	54.6		19	7.3	0.07	10.5	40	58.8	28.6	54.6	37.5	65.2		4.7	24.5	1.2	1807	52.3	2381342	1.2	3150	0	0	50	0	0	0	81.3	99	15681		12.3	269	44.1	31.1	63.1	23.5	2.9	9.2	7.4	85.6	17.8	100	70		4.6	757	0				0	0	0			10.6	31.3	17.2
301	1910	37	536	72.2	1.4		66	132242	1994			56	1940	40.7	88.2	2	-1.1	9	9.9	1.9	11.7	12.6	1	5.9	64909		11.6	736	53.1	10	2	6.2	0.007	2.1	66.7	60.8	45.5	68.3	68.4	64	8	11.7	42.8	1.2	1192	1.6	0	1.1	0	0	326	78	1	2	3	94.4	1.1	2042	57.5	41.1	52	85.6	44.3	36.2	48.6	6.6	0	5.1	64.5	85.9	0	0	105	5	1425	50.5				4	4	0.1		27.4	5.5	43.7	13.7
302	2909	34	373	100	3.2		72	269790	1991		1983	63	2539	26.8	87.7	0.8	2	19.6	7.7	95.3	5.7	7.8	0.7	3	59120	58.5	6.7	1205	47.5		41	9.4	0.008	2.5	55.6	69.2	46.7	81.3	84.2	84.8	27	3	42.6	1.4	1299	0	8736	1.1	122	0	3	68	4	0	2	100	44.2	1272	80.6	22.7	69	72.4	48.5	74.9	12.8	5.5	0	4	78.4	57	44.4	39	1	1	742	20.9				0	0	0		39.5	4	46.1	10.6
303	1825	28	200	100	4.5		73	241189	1981		1986	40	2257	29.3	78.3	6.1	2.9	33	19.2	100	5.4	12.8		8	51938	89.8	9.8	898	45.5		8	8	0.013	3.6	54.2	61.5	40	54.2	69.1	50	8	7.1	32.4	1.6	996	0	238904	1.3	273	0	6	31	0	0	1	100	0	1699	81.9	44.1	164	47.7	37.2	63.3	17.5	5.7	0	10.5	80.2	15.4	85.7	20		7.3	681	6.3				1	1	6.5		50.5	4.9	41	21.4
304	564	25	67	87.5	5.7		66	74250	1998	169137	1990		1088	51.8	36.5	16.7	-0.1	43.9	28.1	100		72	12.5	7.7	30000		43.1	378	61.4				0.02	7.7	53.9	64.3	14.3	27.3	28.6	42.3		8.9	22.9	1.6	1155	0	126221	1	1274	0	13	54	0	0	2	0.5	0	9752		69.3	1773	33.2	12.8	18.6	30.1	0.9	0	47.5	65.6	3.5	0	269		28.2	695	0				0	0	2.1			54.9	31.7	64.7
305	800	38	306	81.1	1.4		72	91356	1971		1968	45	1422	30.3	95.9	4.6	-1.1	12	9.6	41.4	21.6	24.9	1.5	0	34575		17	406	60.1	5		4.5	0.038	0	71.4	64.3	33.3	63.6	35.7	37.9	2	5.6	52.2	1.4	944	0	87535	1.2	0	0	77	56	0	1	0	78.1	0	1750	49.1	27.9	375	82.4	46.9	22.8	67.3	0.9	0	4.9	56	72.2	40.4	0	141	29.1	879	0				1	1	1.5		12.4	9.3	41.3	7.5
306	1335	28	681	55.8	0.6		59	88528	1950	2000	1984	46	1112	14.9	28.2	6.5	4.5	14.5	26.2	100	44	48.9		23.3	7460		31.2	434	82.4	5		5.4	0.024	10.4	63.3	50	61.5	47.1	25.6	37.9	1	1.9	53.3	1.3	932	0	1863225	1.2	1113	0.37	22	78	0	0	7	99.1	0	3071	41.5	41.3	974	28.7	18	8.5	87.2	0.2	18.3	1	55.7	8.7	0	92	23	50.1	294	3.1				1	1	100		29.6	15.4	51.8	3.2
307	2864	34	516	97.3	2.1		60	113153	1985		1994	52	1581	25.3	79.4	2.4	0	15.1	7.3	99.8	13.2	18.3	1.1	5	47257	0.2	15	1103	42.1		89	7	0.01	5.3	61.7	54.4	57.6	79	58	51	10	9.1	37.6	1.4	1108	0.9	646773	1.2	155	0	309	110	0	3	4	100	38.9	1920	61.5	40	175	65.3	47	24.7	53.1	6.9	0	11	54	63	52	21	8	20.8	819	7.9				9	8	0.5		29.4	4.9	33.9	22.3
308	942	31	246	98	1.7		62	213289	1997			52	2057	45.8	76.6	1.7	3	13.3	5.8		8.7	1.7		6.6	77635	49.8	2.5	414	51.5	28	44	8	0.01	0	64	77.3	45.8	96.6	91.1	93.9	8		32.3	1.1	1016	0	0	1.1	304	0	45	36	0	1	0	100	19.3	1486	67	52.4	0	92.3	41.8	85.2	4	5.6	0	1.9	92.6	90.5	81.6	0	48	6.9		10.6				0	1	0		37.5	5.2	32.8	3.8
309	1586	39	727	98.7	0.8		72	246895	1994			52	2523	58.3	81.5	2.3	2.1	8.3	2.6		6.7	4.9	0.7	2.8	95701		5	588	46.8	11		8.5	0.009	0	44.1	79	59.1	100	96.9	89.7	4	2	59.5	1.5	1390	0	2870	1.2	0	0	11	47	0	0	0	100	0	1009	74.7	35.6	63	84.3	49.3	83.9	6.6	5.9	0	0.5	97.4	93.2	0	0	16	9.7		44.8				0	0	0		37.4	3.9	60.3	5.4
310	2372	31	406	95.8	2		78	204671	1998	1400	2000	59	2320	35.8	79.9	1.1	1.7	19.2	4.1		9.6	3.8	0.7	1.5	94049	54.7	4.8	815	36			7.6	0.011	1.4	66.7	79.7	67.3	90.8	95	90.3	7	2.5	42.2	1.6	1140	0	228198	1.1	0	0	27	72	1	2	0	53.3	33.4	548	73.5	42.1	42	77.7	41.5	79.8	7.5	9.7	0	1.1	93.6	81.2	67.7	0	7	4.6	1572	21.5				3	3	0		42.9	2.8	46.1	7.9
311	1153	34	389	86.6	1.5		76	72618	1953		1962	61	1345	30.7	66.8	8.3		14.9	23.8	100		42		6.7	27525	6.9	29.2	593	61.4		18	4.8	0.059	10.8	70	56.8	53.9	47.1	36.8	50	18	2.8	45.4	1.9	1025	2.1	89466	1.4	257	0.27	271	185	0	3	21	100	0	5724	40	20.4	1127	97.6	43.2	2.9	93	0.8	0	0.2	60	54	0	85	92	30.2	724	0				3	5	3.2		45.2	15.1	56.4	2.4
312	1405	28	208	95.9	3		61	88188	1969		1975	58	1407	48.3	58.5	2.4	-0.3	16.9	13.4	100	27.5	40.9	3.4	10.6	24182	69.1	29	624	46.4			6.5	0.02	12	68.9	41.7	54.6	43.2	57.9	57.8	2	6	57.4	1.6	1486	0	16826	1.2	891	0	302	95	0	0	8	90.4	42.2	6263	41.1	34.8	1423	62.5	36.1	10.4	77.8	3.3	0	4.9	47.7	35.3	84.8	174	9	7.6	762	0				4	3	10.6		34.2	20.7	60.3	10.9
313	1634	28	650	91.6	0.9		55	122475	1992	2000	1991	44	1582	26.8	74.1	2.2	0.4	28.4	13.5	100	10.7	16.6	0.9	0	60793		14	575	45.1		15	6.9	0.011	7.8	70.6	62.3	69.7	73.3	62.7	64.7	8	9.2	28.6	1.3	1105	0.6	3308388	1	530	0	123	79	0	2	3	96.3	0	1958	63.3	17.4	122	72.4	31.4	37.3	38.7	7.7	0	12.3	54	67.4	0	85		9	862	12.6				1	1	10.3		28.7	3.3	24.6	24.4
314	2422	28	319	97.8	3		64	130083	1957	900	1965	55	1349	48.6	58.4	6	3.7	17.2	12.6	100	21.5	33.2	0.5	4	38686		26.6	950	37.9		135	4.7	0.013	9.5	50.9	63.8	63.3	67.4	46.2	50	5	4.8	59.5	2	1157	61.7	22668	1.2	687	0	127	156	0	0	7	100	5.1	4005	53.2	40.5	661	45.4	34.9	37.9	25.2	1.5	0	31.4	57.2	35.2	11.6	158	17	44.7	665	0				5	4	7.7		37.7	8.8	64.3	46.5
315	546	36	240	85.1	1.4		82	210226	1946	3502	1955	43	1519	34	69.9	0	5.4	24.9	27.5	100	25.3	7.9		13	40395	43.1	4	320	31.3		42	4.5	0.103	0				42.9		33.3	13		46.1	1.6	981	2.4	446034	1.3	0	0	77	72	0	1	1	100	43.1	19048	62.5	80.6	1465	89	38.6	87.4	9.2	1.3	0	0.9	45	58.9	100	165	9	8.6	673	0				2	1	10.9		45.9	7.1	75	2.7
316	3793	33	197	93	3.4		68	98104	1970	3800	1985	57	1771	49.4	61	3.3	-0.1	28.5	13	100	16.4	31.6	1.6	9.9	29793	68.3	25.3	1449	54.4		17	7.1	0.015	6.9	56.5	67	74.4	79.1	64.2	48.4	7	7.5	99.2	1.8	1211	62.2	307708	1.3	2663	0	139	159	0	1	6	100	83.9	4877	57.8	37.6	765	45.7	39	24.8	36.3	4.6	0	30.5	71.8	32.9	81.4	312	1	23.9	984	5.6				7	8	1.2		35.8	13	51.8	47.1
317	768	27	169	76.2	1.8		67	75842	1948		1984	70	1116	44.5	44.8	12.8	2.3	12.9	25.4	100	47.8	61.7	1	20.1	14219		39.3	309	78.4			5.1	0.017	14.3	47.4	66.7	80	50	54.6	35.3	2	6.3	62.7	1.4	1042	0	125527	1.2	1136	0	59	102	0	0	5	100	0	7292	43.2	50.5	1042	93.3	30.9	6.3	89.8		0	0.5	64.7	33.2	0	12	24	46.3	504	0				0	0	35.6		41	8.8	70.1	1.6
318	1612	33	385	92.1	1.8		75	188770	1981		1994	46	1994	39	81.3	2.5	2	16.4	8.9	23.4	7.9	3.8	0.6	13	88977	22.4	3.6	693	36.3		6	6.8	0.012	0	64.7	55	62.5	90.5	90.9	85	18	2.8	64.8	1.6	1250	0	105001	1.1	0	0	40	88	0	2	2	10.8	0.6	2171	63	22.6	62	86.7	50.2	87.5	6.5	1.5	0	2.1	51.3	90	27.7	13	14	1.7		32.2				0	0	0.1		43.3	2.7	71.7	6
