parid,class,saledate,price,saleval
11385631,R,6/7/2012,40000,Master Commissioner Sale
11385636,R,9/12/2013,50000,Master Commissioner Sale
11385644,R,8/6/2012,35166,Master Commissioner Sale
11389500,R,4/30/2012,74000,Master Commissioner Sale
11393500,R,8/20/2012,131500,Master Commissioner Sale
11401500,R,1/14/2013,60000,Master Commissioner Sale
11402650,R,5/9/2013,12000,Master Commissioner Sale
11404750,R,8/22/2013,63334,Master Commissioner Sale
11408750,R,6/21/2012,60000,Master Commissioner Sale
11410950,R,1/24/2011,38000,Master Commissioner Sale
11414600,R,8/7/2013,35000,Master Commissioner Sale
11422051,M,10/30/2012,700002,Master Commissioner Sale
11422700,R,2/6/2013,46667,Master Commissioner Sale
11423050,M,10/30/2012,700002,Master Commissioner Sale
11428700,R,11/13/2012,46667,Master Commissioner Sale
11444800,R,2/29/2012,40001,Master Commissioner Sale
11460500,R,8/30/2012,30000,Master Commissioner Sale
11469300,R,7/29/2013,50001,Master Commissioner Sale
11472100,E,9/12/2013,61400,Master Commissioner Sale
11483550,R,6/24/2011,20000,Master Commissioner Sale
11513700,R,5/31/2012,39508,Master Commissioner Sale
11529950,R,10/30/2013,80000,Master Commissioner Sale
11535900,R,8/20/2012,65106,Master Commissioner Sale
11546950,R,6/3/2011,65000,Master Commissioner Sale
11560300,R,10/23/2012,16667,Master Commissioner Sale
11562800,R,3/17/2014,13334,Master Commissioner Sale
11571000,R,2/15/2011,56000,Master Commissioner Sale
11572600,R,12/29/2011,40001,Master Commissioner Sale
11576600,R,5/8/2014,50100,Master Commissioner Sale
11580700,R,10/6/2011,62767,Master Commissioner Sale
11584300,R,6/22/2011,425000,Master Commissioner Sale
11593000,R,6/22/2011,57334,Master Commissioner Sale
11609700,R,5/26/2011,9334,Master Commissioner Sale
11609700,R,2/4/2013,10000,Master Commissioner Sale
11613200,R,11/25/2012,73334,Master Commissioner Sale
11630425,R,7/6/2012,38921,Master Commissioner Sale
11641450,R,7/17/2013,63334,Master Commissioner Sale
11648900,R,8/16/2012,83334,Master Commissioner Sale
11654100,R,11/2/2012,0,Master Commissioner Sale
11655100,R,5/9/2013,266667,Master Commissioner Sale
11666650,R,10/31/2012,50000,Master Commissioner Sale
11668850,R,2/16/2012,70100,Master Commissioner Sale
11694500,R,2/2/2012,100000,Master Commissioner Sale
11737950,R,5/5/2011,87100,Master Commissioner Sale
11747900,R,7/13/2011,45434,Master Commissioner Sale
11776350,R,4/29/2011,66667,Master Commissioner Sale
11796500,R,1/8/2014,22200,Master Commissioner Sale
11808800,R,1/7/2014,38000,Master Commissioner Sale
11810200,R,11/7/2012,60000,Master Commissioner Sale
11814450,R,3/20/2014,50000,Master Commissioner Sale
11816950,R,1/3/2011,164752,Master Commissioner Sale
11857025,R,3/17/2014,80000,Master Commissioner Sale
11858182,R,10/25/2011,266700,Master Commissioner Sale
11860000,R,7/3/2012,40000,Master Commissioner Sale
11862500,R,6/10/2013,18767,Master Commissioner Sale
11867700,R,1/13/2011,65000,Master Commissioner Sale
11869500,R,3/5/2014,92500,Master Commissioner Sale
11872800,R,11/4/2013,72000,Master Commissioner Sale
11883000,R,1/28/2013,63334,Master Commissioner Sale
11887796,R,3/22/2011,105000,Master Commissioner Sale
11887799,R,11/7/2012,90258,Master Commissioner Sale
11887826,R,8/3/2011,110000,Master Commissioner Sale
11887859,R,5/16/2012,148008,Master Commissioner Sale
11887894,R,1/15/2013,110000,Master Commissioner Sale
11887914,R,4/15/2013,113000,Master Commissioner Sale
11906500,R,4/20/2012,53335,Master Commissioner Sale
11906600,R,2/29/2012,69500,Master Commissioner Sale
11906900,R,10/12/2011,90000,Master Commissioner Sale
11915950,R,7/20/2012,63334,Master Commissioner Sale
11941400,R,10/14/2013,30000,Master Commissioner Sale
11951600,M,5/9/2013,76667,Master Commissioner Sale
11959300,R,8/22/2013,54667,Master Commissioner Sale
11990700,R,6/6/2012,285000,Master Commissioner Sale
11991600,C,12/30/2013,2336000,Master Commissioner Sale
12007075,R,3/12/2012,63434,Master Commissioner Sale
12007077,R,3/17/2014,48548,Master Commissioner Sale
12027850,R,12/5/2013,93000,Master Commissioner Sale
12039900,R,1/19/2011,135000,Master Commissioner Sale
12047200,R,1/17/2013,110000,Master Commissioner Sale
12051300,R,3/12/2014,76000,Master Commissioner Sale
12060200,R,9/4/2013,7100,Master Commissioner Sale
12132100,R,1/19/2012,6000,Master Commissioner Sale
12138600,R,1/12/2011,90000,Master Commissioner Sale
12139075,R,7/12/2013,100000,Master Commissioner Sale
12140300,R,4/1/2013,100000,Master Commissioner Sale
12153600,R,9/20/2011,21334,Master Commissioner Sale
12156500,R,6/20/2012,90000,Master Commissioner Sale
12156588,R,2/28/2013,130000,Master Commissioner Sale
12175200,R,6/7/2012,85000,Master Commissioner Sale
12176350,R,1/28/2011,0,Master Commissioner Sale
12180900,R,6/21/2012,20000,Master Commissioner Sale
12183550,R,7/30/2013,56000,Master Commissioner Sale
12185300,R,3/12/2012,50000,Master Commissioner Sale
12185500,R,10/12/2012,40000,Master Commissioner Sale
12186400,R,10/24/2011,150000,Master Commissioner Sale
12193200,R,11/7/2012,90000,Master Commissioner Sale
12193300,R,8/1/2013,53434,Master Commissioner Sale
12195200,R,5/12/2014,33334,Master Commissioner Sale
12206649,M,5/30/2014,190000,Master Commissioner Sale
12210150,R,8/24/2011,85000,Master Commissioner Sale
12216000,R,4/13/2011,70000,Master Commissioner Sale
12237400,R,8/2/2011,46100,Master Commissioner Sale
12237850,R,12/5/2011,26700,Master Commissioner Sale
12242990,R,4/10/2013,36668,Master Commissioner Sale
12244600,R,5/30/2012,110000,Master Commissioner Sale
12256800,R,8/5/2013,46767,Master Commissioner Sale
12257500,R,1/23/2013,36668,Master Commissioner Sale
12264150,R,7/1/2013,63334,Master Commissioner Sale
12266000,R,7/26/2013,33335,Master Commissioner Sale
12284600,R,1/28/2011,50000,Master Commissioner Sale
12286800,R,1/24/2011,56767,Master Commissioner Sale
12292900,R,3/14/2012,38000,Master Commissioner Sale
12296600,R,7/19/2011,50100,Master Commissioner Sale
12307450,R,6/22/2012,40000,Master Commissioner Sale
12310400,R,1/4/2012,36668,Master Commissioner Sale
12314100,R,4/24/2012,22000,Master Commissioner Sale
12322600,R,12/7/2011,66700,Master Commissioner Sale
12322700,R,6/21/2013,53334,Master Commissioner Sale
12327125,R,12/5/2012,30000,Master Commissioner Sale
12335300,R,2/28/2012,10600,Master Commissioner Sale
12336300,R,10/25/2012,56668,Master Commissioner Sale
12341775,R,1/13/2011,141000,Master Commissioner Sale
12353000,R,2/28/2012,16500,Master Commissioner Sale
12366100,R,4/24/2012,66667,Master Commissioner Sale
12399700,R,1/3/2014,80000,Master Commissioner Sale
12424025,R,3/14/2014,45000,Master Commissioner Sale
12424400,C,3/27/2012,310000,Master Commissioner Sale
12446150,R,3/6/2013,54700,Master Commissioner Sale
12460901,R,3/23/2011,60100,Master Commissioner Sale
12472150,R,8/17/2011,32000,Master Commissioner Sale
12488900,R,7/3/2013,8000,Master Commissioner Sale
12510600,R,9/20/2011,21334,Master Commissioner Sale
12521800,R,6/30/2011,48800,Master Commissioner Sale
12525000,R,11/7/2012,75000,Master Commissioner Sale
12534500,R,9/25/2012,10002,Master Commissioner Sale
12535375,R,7/26/2013,57000,Master Commissioner Sale
12537100,R,2/15/2011,76000,Master Commissioner Sale
12542100,R,11/15/2012,41000,Master Commissioner Sale
12544000,R,3/23/2011,6200,Master Commissioner Sale
12559850,R,3/29/2012,63335,Master Commissioner Sale
12564500,R,10/24/2012,50000,Master Commissioner Sale
12570400,R,7/22/2011,56667,Master Commissioner Sale
12572600,R,2/19/2013,83334,Master Commissioner Sale
12574200,R,1/26/2011,60100,Master Commissioner Sale
12574636,R,4/3/2013,40000,Master Commissioner Sale
12580314,R,1/23/2013,70000,Master Commissioner Sale
12580363,R,11/26/2012,43334,Master Commissioner Sale
12592400,R,1/31/2013,87000,Master Commissioner Sale
12600800,R,11/5/2012,60000,Master Commissioner Sale
12619300,R,3/15/2013,11000,Master Commissioner Sale
12619550,R,4/30/2013,101000,Master Commissioner Sale
12633100,R,8/24/2011,167000,Master Commissioner Sale
12649200,R,5/2/2011,23334,Master Commissioner Sale
12650200,R,10/12/2013,73434,Master Commissioner Sale
12660955,R,1/4/2011,148000,Master Commissioner Sale
12663100,R,4/25/2012,43335,Master Commissioner Sale
12677725,R,4/18/2012,25334,Master Commissioner Sale
12682350,R,5/3/2011,30000,Master Commissioner Sale
12683600,R,10/18/2011,54000,Master Commissioner Sale
12698700,R,4/17/2013,11300,Master Commissioner Sale
12700500,R,2/10/2011,80000,Master Commissioner Sale
12702700,R,3/13/2013,50000,Master Commissioner Sale
12715100,R,9/12/2012,10000,Master Commissioner Sale
12733500,R,3/21/2013,56667,Master Commissioner Sale
12743100,R,12/6/2012,73334,Master Commissioner Sale
12767200,R,3/14/2012,95000,Master Commissioner Sale
12771450,R,7/29/2011,22000,Master Commissioner Sale
12773400,R,2/14/2013,0,Master Commissioner Sale
12773400,R,2/28/2013,164123,Master Commissioner Sale
12777700,R,10/24/2011,210000,Master Commissioner Sale
12779100,R,4/16/2013,56767,Master Commissioner Sale
12780900,R,3/29/2013,43334,Master Commissioner Sale
12803300,R,9/25/2011,53600,Master Commissioner Sale
12804600,R,2/6/2013,100000,Master Commissioner Sale
12811500,R,4/24/2014,135000,Master Commissioner Sale
12811550,R,2/27/2012,63400,Master Commissioner Sale
12816000,R,12/6/2011,42700,Master Commissioner Sale
12831100,R,4/23/2013,67527,Master Commissioner Sale
12840100,R,6/12/2012,93000,Master Commissioner Sale
12848900,R,6/20/2012,68000,Master Commissioner Sale
12850200,R,1/9/2013,46767,Master Commissioner Sale
12855775,R,5/11/2011,62100,Master Commissioner Sale
12860050,R,6/10/2013,15000,Master Commissioner Sale
12861300,R,9/27/2013,260000,Master Commissioner Sale
12868840,R,2/15/2013,53500,Master Commissioner Sale
12868849,R,7/11/2012,50100,Master Commissioner Sale
12870600,R,2/28/2012,20200,Master Commissioner Sale
12872100,M,1/13/2011,170000,Master Commissioner Sale
12875300,R,5/31/2011,10500,Master Commissioner Sale
12881300,R,1/24/2013,66667,Master Commissioner Sale
12888500,R,1/7/2013,73334,Master Commissioner Sale
12893750,R,3/28/2014,30000,Master Commissioner Sale
12894250,R,5/24/2013,85000,Master Commissioner Sale
12896490,R,1/24/2013,60000,Master Commissioner Sale
12897500,R,1/10/2013,110000,Master Commissioner Sale
12899750,R,1/11/2013,84000,Master Commissioner Sale
12923975,R,12/19/2013,36667,Master Commissioner Sale
12937800,R,9/9/2012,63335,Master Commissioner Sale
12940800,R,6/21/2012,36667,Master Commissioner Sale
12949000,R,12/28/2012,75000,Master Commissioner Sale
12956800,R,4/28/2011,56667,Master Commissioner Sale
12982200,R,2/16/2011,26000,Master Commissioner Sale
12984700,R,1/23/2013,34667,Master Commissioner Sale
12990900,R,9/23/2013,33500,Master Commissioner Sale
13020900,R,4/5/2013,65000,Master Commissioner Sale
13022350,R,11/5/2012,65000,Master Commissioner Sale
13024300,R,3/21/2013,73434,Master Commissioner Sale
13025501,R,9/25/2012,74000,Master Commissioner Sale
13027900,R,9/21/2012,65000,Master Commissioner Sale
13046400,R,9/28/2011,54667,Master Commissioner Sale
13093000,R,9/24/2013,32500,Master Commissioner Sale
13093900,R,7/20/2012,56700,Master Commissioner Sale
13095600,R,10/24/2012,42100,Master Commissioner Sale
13128000,R,2/11/2014,40500,Master Commissioner Sale
13131600,R,3/7/2013,85000,Master Commissioner Sale
13166400,R,2/21/2013,8000,Master Commissioner Sale
13175250,R,2/28/2012,20200,Master Commissioner Sale
13181300,R,6/7/2012,70100,Master Commissioner Sale
13183250,R,12/11/2012,68400,Master Commissioner Sale
13185700,C,1/15/2013,25000,Master Commissioner Sale
13187750,R,1/29/2013,18668,Master Commissioner Sale
13196200,R,1/3/2013,56700,Master Commissioner Sale
13213200,R,8/14/2013,70000,Master Commissioner Sale
13218525,R,2/20/2014,60000,Master Commissioner Sale
13220425,C,7/27/2011,9000000,Master Commissioner Sale
13220455,M,1/13/2011,6625000,Master Commissioner Sale
13220456,M,1/13/2011,6625000,Master Commissioner Sale
13220500,R,1/30/2012,95000,Master Commissioner Sale
13225660,R,4/22/2013,60000,Master Commissioner Sale
13229453,R,8/1/2013,65000,Master Commissioner Sale
13231075,R,6/6/2011,23335,Master Commissioner Sale
13238450,R,9/19/2011,65000,Master Commissioner Sale
13248700,R,6/14/2013,11000,Master Commissioner Sale
13249700,R,3/11/2013,11000,Master Commissioner Sale
13252300,R,7/28/2011,5500,Master Commissioner Sale
13258100,R,6/13/2012,33334,Master Commissioner Sale
13268900,R,10/10/2013,30000,Master Commissioner Sale
13278300,R,7/28/2011,37335,Master Commissioner Sale
13288900,R,1/15/2013,100000,Master Commissioner Sale
13302200,R,3/13/2013,50000,Master Commissioner Sale
13307100,M,4/15/2014,140000,Master Commissioner Sale
13307250,R,9/7/2011,95000,Master Commissioner Sale
13309300,R,4/6/2011,119737,Master Commissioner Sale
13324400,R,3/8/2011,73400,Master Commissioner Sale
13325700,R,3/29/2012,30100,Master Commissioner Sale
13327300,R,9/19/2012,80000,Master Commissioner Sale
13331900,R,4/15/2014,60000,Master Commissioner Sale
13335100,R,1/9/2013,2100,Master Commissioner Sale
13335200,R,1/9/2013,1200,Master Commissioner Sale
13347625,R,2/14/2012,53434,Master Commissioner Sale
13349300,R,7/12/2012,36767,Master Commissioner Sale
13354800,R,4/3/2013,70000,Master Commissioner Sale
13360100,R,3/13/2014,63334,Master Commissioner Sale
13362575,R,2/25/2011,61334,Master Commissioner Sale
13388150,R,4/6/2011,77000,Master Commissioner Sale
13414400,R,8/6/2012,58100,Master Commissioner Sale
13423600,R,1/22/2013,65000,Master Commissioner Sale
13446800,R,7/17/2013,43334,Master Commissioner Sale
13458500,R,3/22/2011,49000,Master Commissioner Sale
13535800,R,7/18/2011,72000,Master Commissioner Sale
13540250,R,11/29/2012,190000,Master Commissioner Sale
13548000,M,11/8/2013,6352880,Master Commissioner Sale
13548001,M,11/8/2013,6352880,Master Commissioner Sale
13548002,M,11/8/2013,6352880,Master Commissioner Sale
13548003,M,10/22/2013,7950000,Master Commissioner Sale
13550801,R,10/16/2012,104327,Master Commissioner Sale
13550806,R,10/24/2012,73000,Master Commissioner Sale
13559200,R,2/2/2011,18000,Master Commissioner Sale
13559300,R,4/6/2011,46767,Master Commissioner Sale
13600700,R,8/1/2011,103334,Master Commissioner Sale
13604100,R,7/1/2013,56667,Master Commissioner Sale
13607700,R,1/30/2014,94000,Master Commissioner Sale
13623400,R,9/14/2012,58000,Master Commissioner Sale
13631204,R,11/3/2011,22000,Master Commissioner Sale
13632500,M,4/25/2011,0,Master Commissioner Sale
13632700,R,9/8/2011,370000,Master Commissioner Sale
13635800,R,10/3/2012,75000,Master Commissioner Sale
13637300,R,3/17/2014,85000,Master Commissioner Sale
13645400,R,12/4/2012,60000,Master Commissioner Sale
13646100,R,1/24/2013,18668,Master Commissioner Sale
13705300,R,7/30/2012,58667,Master Commissioner Sale
13707852,M,6/8/2011,580001,Master Commissioner Sale
13707853,M,6/8/2011,580001,Master Commissioner Sale
13718375,R,9/28/2012,73335,Master Commissioner Sale
13722000,R,9/24/2013,85000,Master Commissioner Sale
13744659,R,6/25/2012,105331,Master Commissioner Sale
13759900,R,2/8/2011,196000,Master Commissioner Sale
13762900,R,3/7/2011,87000,Master Commissioner Sale
13781500,R,1/3/2011,175000,Master Commissioner Sale
13783200,R,2/6/2013,89000,Master Commissioner Sale
13792500,R,12/5/2012,86667,Master Commissioner Sale
13794200,R,6/26/2012,69500,Master Commissioner Sale
13801000,R,4/28/2011,33434,Master Commissioner Sale
13810700,R,9/12/2013,90000,Master Commissioner Sale
13831900,R,12/4/2013,43334,Master Commissioner Sale
13836900,R,3/6/2013,334000,Master Commissioner Sale
13838600,R,11/1/2012,15000,Master Commissioner Sale
13862325,M,3/22/2011,2500000,Master Commissioner Sale
13864453,R,4/16/2014,44000,Master Commissioner Sale
13864459,R,12/20/2012,35000,Master Commissioner Sale
13875800,R,2/18/2011,63334,Master Commissioner Sale
13886700,R,10/4/2012,75000,Master Commissioner Sale
13890000,R,9/5/2012,66667,Master Commissioner Sale
13901900,R,9/5/2012,60100,Master Commissioner Sale
13906450,R,8/15/2011,76667,Master Commissioner Sale
13934700,R,2/15/2012,95000,Master Commissioner Sale
13939000,R,11/15/2012,58000,Master Commissioner Sale
13943000,R,2/24/2011,93000,Master Commissioner Sale
13951825,R,2/6/2012,80000,Master Commissioner Sale
13978850,R,1/21/2014,66667,Master Commissioner Sale
14027025,R,2/14/2014,41000,Master Commissioner Sale
14027077,R,10/23/2013,32000,Master Commissioner Sale
14030850,R,7/26/2012,80700,Master Commissioner Sale
14063150,R,6/21/2012,33434,Master Commissioner Sale
14083850,R,3/29/2012,45335,Master Commissioner Sale
14095200,R,10/1/2012,47680,Master Commissioner Sale
14099100,R,8/14/2012,66667,Master Commissioner Sale
14104200,R,1/7/2014,23334,Master Commissioner Sale
14124200,R,2/3/2014,69950,Master Commissioner Sale
14141400,R,4/29/2014,43334,Master Commissioner Sale
14144400,R,8/20/2012,44001,Master Commissioner Sale
14150213,R,6/20/2012,45000,Master Commissioner Sale
14150261,R,9/8/2011,80000,Master Commissioner Sale
14150261,R,9/8/2011,80000,Master Commissioner Sale
14150277,R,1/14/2013,80000,Master Commissioner Sale
14150288,R,3/12/2013,61000,Master Commissioner Sale
14164450,R,11/16/2012,54667,Master Commissioner Sale
14183400,M,8/23/2013,101000,Master Commissioner Sale
14192852,R,2/15/2012,99000,Master Commissioner Sale
14197450,R,11/5/2012,70000,Master Commissioner Sale
14208200,R,2/2/2012,46700,Master Commissioner Sale
14233400,R,5/9/2011,58667,Master Commissioner Sale
14240100,R,6/20/2012,45000,Master Commissioner Sale
14252752,R,2/1/2012,8001,Master Commissioner Sale
14264700,R,12/3/2013,80000,Master Commissioner Sale
14277301,R,10/24/2012,35000,Master Commissioner Sale
14295750,M,5/2/2011,132000,Master Commissioner Sale
14301300,R,1/22/2014,36700,Master Commissioner Sale
14311700,R,11/6/2012,56767,Master Commissioner Sale
14328400,R,9/8/2011,50100,Master Commissioner Sale
14329100,R,9/24/2013,76667,Master Commissioner Sale
14330000,R,2/25/2011,70000,Master Commissioner Sale
14340508,M,10/19/2011,1500000,Master Commissioner Sale
14340509,M,10/19/2011,1500000,Master Commissioner Sale
14340510,M,10/19/2011,1500000,Master Commissioner Sale
14340530,R,3/14/2012,44000,Master Commissioner Sale
14346100,R,1/3/2014,160000,Master Commissioner Sale
14363800,R,2/1/2012,78000,Master Commissioner Sale
14365760,R,11/19/2012,105000,Master Commissioner Sale
14371700,R,1/4/2011,74000,Master Commissioner Sale
14424851,R,8/16/2011,60000,Master Commissioner Sale
14424863,M,7/14/2011,83334,Master Commissioner Sale
14433100,R,6/7/2012,40000,Master Commissioner Sale
14433300,R,7/23/2012,60000,Master Commissioner Sale
14434275,R,7/26/2012,59100,Master Commissioner Sale
14438000,R,7/20/2012,95000,Master Commissioner Sale
14444600,R,2/20/2014,36667,Master Commissioner Sale
14454150,R,2/7/2011,25000,Master Commissioner Sale
14464840,M,8/22/2013,261000,Master Commissioner Sale
14469400,R,5/20/2013,80000,Master Commissioner Sale
14476430,R,3/7/2013,51000,Master Commissioner Sale
14476443,R,7/7/2011,57000,Master Commissioner Sale
14476446,R,4/28/2011,66000,Master Commissioner Sale
14476549,R,12/27/2013,60000,Master Commissioner Sale
14476559,R,4/13/2011,53334,Master Commissioner Sale
14482100,R,4/27/2012,171000,Master Commissioner Sale
14487501,R,7/10/2013,11000,Master Commissioner Sale
14500100,R,9/19/2013,65427,Master Commissioner Sale
14510900,R,1/24/2013,25000,Master Commissioner Sale
14539500,R,5/27/2014,8500,Master Commissioner Sale
14559900,R,3/17/2014,45000,Master Commissioner Sale
14566850,R,11/2/2012,100000,Master Commissioner Sale
14568600,R,5/5/2011,107000,Master Commissioner Sale
14570500,R,1/28/2011,47000,Master Commissioner Sale
14603701,R,2/5/2013,63334,Master Commissioner Sale
14605175,R,6/15/2012,45334,Master Commissioner Sale
14606400,R,1/15/2014,43334,Master Commissioner Sale
14621700,R,6/13/2012,75000,Master Commissioner Sale
14628325,R,2/22/2011,65000,Master Commissioner Sale
14635700,R,4/29/2013,95000,Master Commissioner Sale
14646100,M,1/6/2012,93434,Master Commissioner Sale
14663650,R,1/4/2013,90000,Master Commissioner Sale
14665885,R,1/10/2012,70100,Master Commissioner Sale
14669000,R,2/12/2014,60000,Master Commissioner Sale
14693800,R,11/25/2013,105500,Master Commissioner Sale
14697950,R,3/13/2013,72200,Master Commissioner Sale
14706100,R,5/7/2012,65000,Master Commissioner Sale
14725400,R,7/16/2012,60000,Master Commissioner Sale
14738450,R,2/11/2014,26000,Master Commissioner Sale
14740700,R,7/30/2013,53335,Master Commissioner Sale
14748300,R,2/26/2013,150000,Master Commissioner Sale
14758950,R,5/4/2011,73434,Master Commissioner Sale
14810500,R,7/23/2012,36700,Master Commissioner Sale
14813850,R,11/28/2012,92465,Master Commissioner Sale
14824100,R,10/19/2012,81000,Master Commissioner Sale
14835350,R,2/7/2011,30100,Master Commissioner Sale
14835400,R,8/7/2012,25000,Master Commissioner Sale
14851000,R,3/24/2011,62000,Master Commissioner Sale
14855950,R,10/12/2011,53334,Master Commissioner Sale
14858178,R,10/18/2012,65000,Master Commissioner Sale
14862900,R,4/2/2012,83335,Master Commissioner Sale
14863500,R,3/6/2013,40000,Master Commissioner Sale
14874475,M,11/8/2013,6352880,Master Commissioner Sale
14874500,M,11/8/2013,6352880,Master Commissioner Sale
14887800,R,3/18/2013,46668,Master Commissioner Sale
14900900,R,5/31/2011,27000,Master Commissioner Sale
14912600,R,3/30/2011,32000,Master Commissioner Sale
14912625,R,3/30/2011,32000,Master Commissioner Sale
14917200,E,9/20/2011,20000,Master Commissioner Sale
14943900,R,8/29/2013,69600,Master Commissioner Sale
14944200,R,4/24/2012,60000,Master Commissioner Sale
14946600,R,5/19/2011,83375,Master Commissioner Sale
14949401,R,3/13/2014,130000,Master Commissioner Sale
14951825,M,3/22/2011,866667,Master Commissioner Sale
14952000,R,8/26/2013,39000,Master Commissioner Sale
14955400,R,11/13/2012,165000,Master Commissioner Sale
14961902,R,7/6/2012,45335,Master Commissioner Sale
14974800,R,6/3/2013,90000,Master Commissioner Sale
15002200,R,6/13/2012,93334,Master Commissioner Sale
15004700,R,1/19/2012,70000,Master Commissioner Sale
15070500,R,3/8/2013,105000,Master Commissioner Sale
15071150,R,7/6/2012,115000,Master Commissioner Sale
15071450,R,3/11/2013,130000,Master Commissioner Sale
15081000,R,10/14/2013,4051,Master Commissioner Sale
15085450,R,6/8/2012,90000,Master Commissioner Sale
15085473,R,11/7/2011,84000,Master Commissioner Sale
15085476,R,5/28/2013,77000,Master Commissioner Sale
15085525,R,7/28/2011,90000,Master Commissioner Sale
15085569,R,5/16/2013,80000,Master Commissioner Sale
15085595,R,2/14/2013,89000,Master Commissioner Sale
15085610,R,8/22/2011,105000,Master Commissioner Sale
15085615,R,4/9/2013,95000,Master Commissioner Sale
15092400,R,3/1/2012,75000,Master Commissioner Sale
15106800,R,6/20/2014,12600,Master Commissioner Sale
15107300,R,9/26/2013,57000,Master Commissioner Sale
15110900,R,10/18/2013,57000,Master Commissioner Sale
15128500,R,4/28/2011,73334,Master Commissioner Sale
15129700,R,3/25/2013,70000,Master Commissioner Sale
15130200,R,6/15/2012,90000,Master Commissioner Sale
15174300,R,5/1/2014,13334,Master Commissioner Sale
15199700,R,6/24/2013,114225,Master Commissioner Sale
15235100,R,3/19/2012,26100,Master Commissioner Sale
15241400,R,1/4/2013,23334,Master Commissioner Sale
15253800,R,3/25/2014,125000,Master Commissioner Sale
15265350,R,6/26/2013,90000,Master Commissioner Sale
15266600,R,5/17/2012,62000,Master Commissioner Sale
15271700,R,2/20/2014,100000,Master Commissioner Sale
15283750,R,10/18/2012,165000,Master Commissioner Sale
15293000,R,8/15/2013,42500,Master Commissioner Sale
15315450,R,8/16/2011,60100,Master Commissioner Sale
15322750,R,9/8/2011,46667,Master Commissioner Sale
15337550,R,11/7/2012,73334,Master Commissioner Sale
15347725,R,4/6/2011,61000,Master Commissioner Sale
15390150,R,2/15/2011,70000,Master Commissioner Sale
15390350,R,6/28/2012,74000,Master Commissioner Sale
15391820,R,10/24/2012,95000,Master Commissioner Sale
15398000,R,11/21/2013,107000,Master Commissioner Sale
15400900,R,3/25/2011,57000,Master Commissioner Sale
15420750,R,9/20/2011,26667,Master Commissioner Sale
15440400,R,9/25/2013,43334,Master Commissioner Sale
15441950,R,2/15/2012,73334,Master Commissioner Sale
15445700,R,1/2/2013,96667,Master Commissioner Sale
15459300,R,1/9/2013,50000,Master Commissioner Sale
15460250,R,9/23/2013,50000,Master Commissioner Sale
15463450,R,6/20/2012,26145,Master Commissioner Sale
15489901,R,2/14/2011,89500,Master Commissioner Sale
15503150,R,1/19/2012,6000,Master Commissioner Sale
15503502,R,2/13/2012,2100,Master Commissioner Sale
15505300,R,1/19/2012,6000,Master Commissioner Sale
15507200,R,2/13/2012,4700,Master Commissioner Sale
15514600,R,10/29/2013,43039,Master Commissioner Sale
15528875,R,12/18/2012,41334,Master Commissioner Sale
15532200,R,1/20/2011,85000,Master Commissioner Sale
15533200,R,3/22/2013,144000,Master Commissioner Sale
15534825,R,4/18/2013,70000,Master Commissioner Sale
15547800,R,9/12/2011,50100,Master Commissioner Sale
15549600,R,6/22/2012,85000,Master Commissioner Sale
15551000,R,2/16/2012,50200,Master Commissioner Sale
15563400,R,9/20/2011,39000,Master Commissioner Sale
15568200,R,4/30/2014,60000,Master Commissioner Sale
15574350,R,2/10/2011,39000,Master Commissioner Sale
15586010,R,1/2/2013,59026,Master Commissioner Sale
15589950,R,6/6/2013,27206,Master Commissioner Sale
15619225,R,3/21/2012,50000,Master Commissioner Sale
15628600,M,1/17/2013,946813,Master Commissioner Sale
15628600,M,3/12/2013,0,Master Commissioner Sale
15659600,R,12/19/2013,80000,Master Commissioner Sale
15668888,R,3/19/2014,85434,Master Commissioner Sale
15672900,R,12/14/2012,60000,Master Commissioner Sale
15675900,R,6/7/2012,100000,Master Commissioner Sale
15677200,R,6/10/2013,74529,Master Commissioner Sale
15701500,R,8/29/2013,57600,Master Commissioner Sale
15769725,R,10/24/2012,39900,Master Commissioner Sale
15796825,R,2/11/2014,26661,Master Commissioner Sale
15820800,R,2/28/2014,63334,Master Commissioner Sale
15822200,R,1/17/2011,21000,Master Commissioner Sale
15829400,R,2/5/2014,26667,Master Commissioner Sale
15844700,R,2/4/2013,50000,Master Commissioner Sale
15845900,R,6/21/2012,53334,Master Commissioner Sale
15849700,R,4/16/2013,125000,Master Commissioner Sale
15853500,R,7/3/2013,39000,Master Commissioner Sale
15854900,R,11/14/2012,60000,Master Commissioner Sale
15860800,R,12/5/2012,70000,Master Commissioner Sale
15864200,R,8/13/2013,10001,Master Commissioner Sale
15865550,R,2/6/2013,50000,Master Commissioner Sale
15874100,R,11/3/2011,22000,Master Commissioner Sale
15876000,R,10/24/2012,65000,Master Commissioner Sale
15881300,R,9/12/2011,115000,Master Commissioner Sale
15883200,R,1/7/2013,115000,Master Commissioner Sale
15900678,R,8/15/2013,55000,Master Commissioner Sale
15904300,R,12/11/2012,14100,Master Commissioner Sale
15909700,E,9/12/2013,32300,Master Commissioner Sale
15914300,R,12/12/2011,73335,Master Commissioner Sale
15931700,R,2/28/2012,20100,Master Commissioner Sale
15950100,R,12/19/2011,48600,Master Commissioner Sale
15999075,R,1/2/2013,45334,Master Commissioner Sale
16031200,R,5/18/2012,190001,Master Commissioner Sale
