parid,class,saledate,price,saleval
38035730,R,2/14/2014,144250,Foreclosure Proceedings
38036080,R,9/19/2012,221500,Foreclosure Proceedings
38036470,R,1/25/2012,166000,Foreclosure Proceedings
38037670,R,6/19/2012,107600,Foreclosure Proceedings
38037870,R,4/14/2014,106889,Foreclosure Proceedings
38039310,R,2/22/2011,104500,Foreclosure Proceedings
38039370,R,1/13/2014,0,Foreclosure Proceedings
38039380,R,8/1/2013,79420,Foreclosure Proceedings
38039560,R,12/16/2011,75000,Foreclosure Proceedings
38041790,R,4/26/2011,64000,Foreclosure Proceedings
38041910,R,4/12/2013,58000,Foreclosure Proceedings
38042530,R,1/23/2014,87650,Foreclosure Proceedings
38042670,R,3/28/2013,101500,Foreclosure Proceedings
38042800,R,2/28/2012,76914,Foreclosure Proceedings
38042870,R,7/28/2011,53000,Foreclosure Proceedings
38043440,R,5/8/2013,107350,Foreclosure Proceedings
38043510,R,12/11/2013,110000,Foreclosure Proceedings
38044730,R,3/5/2013,157000,Foreclosure Proceedings
38045910,R,6/12/2013,250000,Foreclosure Proceedings
38046380,R,4/4/2014,165905,Foreclosure Proceedings
38048340,R,8/23/2013,184599,Foreclosure Proceedings
38048840,R,1/14/2011,140250,Foreclosure Proceedings
38049780,R,4/30/2012,0,Foreclosure Proceedings
38049780,R,10/17/2012,141101,Foreclosure Proceedings
38051170,R,11/28/2012,95000,Foreclosure Proceedings
38051380,R,4/28/2011,90000,Foreclosure Proceedings
38051680,R,3/18/2011,273000,Foreclosure Proceedings
38052520,R,4/8/2013,139000,Foreclosure Proceedings
38052650,R,4/11/2011,103150,Foreclosure Proceedings
38052700,R,10/29/2012,134000,Foreclosure Proceedings
38052910,R,2/14/2011,108000,Foreclosure Proceedings
38053100,R,3/20/2013,90000,Foreclosure Proceedings
38053350,R,3/14/2014,115009,Foreclosure Proceedings
38053440,R,2/24/2014,125000,Foreclosure Proceedings
38054590,R,3/26/2012,168500,Foreclosure Proceedings
38056460,R,1/25/2011,425000,Foreclosure Proceedings
38057690,R,4/11/2013,250000,Foreclosure Proceedings
38058260,R,7/8/2013,238000,Foreclosure Proceedings
38058310,R,8/27/2012,215000,Foreclosure Proceedings
38059450,R,2/28/2013,107500,Foreclosure Proceedings
38059840,R,5/24/2013,95100,Foreclosure Proceedings
38059910,R,9/21/2012,96800,Foreclosure Proceedings
38060680,R,2/14/2013,128600,Foreclosure Proceedings
38061470,R,6/28/2013,70000,Foreclosure Proceedings
38062300,R,9/14/2011,232000,Foreclosure Proceedings
38063030,R,4/24/2014,227500,Foreclosure Proceedings
38063860,R,7/27/2012,90001,Foreclosure Proceedings
38064210,R,7/2/2013,98000,Foreclosure Proceedings
38064280,R,3/29/2012,90000,Foreclosure Proceedings
38064350,R,7/1/2013,108000,Foreclosure Proceedings
38064580,R,3/1/2013,83610,Foreclosure Proceedings
38064630,R,10/12/2011,169000,Foreclosure Proceedings
38065160,R,8/5/2011,130000,Foreclosure Proceedings
38065230,R,1/9/2013,105101,Foreclosure Proceedings
38065540,R,8/12/2011,87800,Foreclosure Proceedings
38066220,R,7/24/2013,48500,Foreclosure Proceedings
38066560,R,8/23/2013,135002,Foreclosure Proceedings
38066990,R,1/22/2014,170000,Foreclosure Proceedings
38068020,R,5/31/2012,745000,Foreclosure Proceedings
38068380,R,5/7/2012,136000,Foreclosure Proceedings
38068580,R,9/27/2013,166900,Foreclosure Proceedings
38069250,R,8/22/2011,146500,Foreclosure Proceedings
38070190,R,6/20/2011,92500,Foreclosure Proceedings
38070350,R,7/22/2013,101250,Foreclosure Proceedings
38070740,R,9/26/2013,111500,Foreclosure Proceedings
38071500,R,11/28/2011,84000,Foreclosure Proceedings
38071770,R,12/19/2012,87500,Foreclosure Proceedings
38071830,R,3/11/2011,109900,Foreclosure Proceedings
38072900,R,8/15/2013,77000,Foreclosure Proceedings
38073080,R,6/3/2013,122500,Foreclosure Proceedings
38073650,R,2/8/2011,157000,Foreclosure Proceedings
38076040,R,3/26/2013,65101,Foreclosure Proceedings
38076430,R,4/30/2012,159900,Foreclosure Proceedings
38076560,R,9/23/2013,162000,Foreclosure Proceedings
38076950,R,3/5/2013,136250,Foreclosure Proceedings
38076980,R,11/20/2012,130000,Foreclosure Proceedings
38077250,R,8/17/2011,110000,Foreclosure Proceedings
38077580,R,6/7/2012,90000,Foreclosure Proceedings
38077670,R,8/12/2011,105000,Foreclosure Proceedings
38078380,R,5/24/2013,800000,Foreclosure Proceedings
38078620,R,3/28/2013,148100,Foreclosure Proceedings
38079000,R,6/27/2013,172500,Foreclosure Proceedings
38079050,R,1/8/2014,199000,Foreclosure Proceedings
38079760,R,12/23/2013,150500,Foreclosure Proceedings
38079880,R,6/7/2011,95500,Foreclosure Proceedings
38079890,R,10/2/2012,116000,Foreclosure Proceedings
38080320,R,6/18/2013,90200,Foreclosure Proceedings
38081500,R,10/21/2013,68000,Foreclosure Proceedings
38081590,R,9/27/2013,67800,Foreclosure Proceedings
38081600,R,6/27/2013,50000,Foreclosure Proceedings
38082150,R,10/12/2012,161500,Foreclosure Proceedings
38082440,R,1/23/2013,147000,Foreclosure Proceedings
38083260,R,10/8/2013,69799,Foreclosure Proceedings
38083790,R,3/17/2011,127000,Foreclosure Proceedings
38083870,R,2/18/2011,185000,Foreclosure Proceedings
38085000,R,11/15/2013,161000,Foreclosure Proceedings
38085970,R,6/13/2012,110000,Foreclosure Proceedings
38086670,R,3/28/2013,138000,Foreclosure Proceedings
38088090,R,2/11/2014,157049,Foreclosure Proceedings
38088220,R,11/3/2011,168000,Foreclosure Proceedings
38088350,R,6/1/2012,63400,Foreclosure Proceedings
38088400,R,9/12/2013,71111,Foreclosure Proceedings
38088490,R,4/24/2013,65500,Foreclosure Proceedings
38088640,F,8/3/2011,787395,Foreclosure Proceedings
38089220,R,12/6/2013,215000,Foreclosure Proceedings
38090880,R,10/30/2013,105150,Foreclosure Proceedings
38091050,R,7/3/2013,100150,Foreclosure Proceedings
38091830,R,5/16/2014,155000,Foreclosure Proceedings
38093060,R,6/4/2013,150000,Foreclosure Proceedings
38094260,R,4/26/2011,245000,Foreclosure Proceedings
38094420,R,5/23/2013,123000,Foreclosure Proceedings
38095010,R,7/26/2012,153000,Foreclosure Proceedings
38097000,R,3/26/2012,150000,Foreclosure Proceedings
38097230,R,10/16/2012,138000,Foreclosure Proceedings
38097300,R,1/4/2011,104000,Foreclosure Proceedings
38097510,R,8/13/2013,108000,Foreclosure Proceedings
38097690,R,7/26/2012,128500,Foreclosure Proceedings
38097730,R,2/1/2013,114000,Foreclosure Proceedings
38098520,R,9/7/2012,160800,Foreclosure Proceedings
38098590,R,2/24/2014,184000,Foreclosure Proceedings
38099820,R,8/12/2011,155000,Foreclosure Proceedings
38099890,M,3/30/2012,2550000,Foreclosure Proceedings
38100730,R,4/30/2012,190000,Foreclosure Proceedings
38100950,R,1/28/2014,72500,Foreclosure Proceedings
38102230,R,2/15/2011,115000,Foreclosure Proceedings
38103090,R,7/1/2011,110500,Foreclosure Proceedings
38104440,R,8/7/2013,100000,Foreclosure Proceedings
38104770,R,12/10/2012,115000,Foreclosure Proceedings
38104810,R,7/30/2012,94500,Foreclosure Proceedings
38104850,R,4/22/2011,99500,Foreclosure Proceedings
38108020,R,2/26/2013,261250,Foreclosure Proceedings
38108140,R,4/4/2013,330000,Foreclosure Proceedings
38108160,R,5/10/2013,378000,Foreclosure Proceedings
38108350,R,3/14/2013,160000,Foreclosure Proceedings
38108370,R,4/15/2013,168500,Foreclosure Proceedings
38108430,R,7/11/2012,144000,Foreclosure Proceedings
38108620,R,7/5/2012,121000,Foreclosure Proceedings
38108660,R,12/10/2013,112000,Foreclosure Proceedings
38109050,R,7/22/2011,162500,Foreclosure Proceedings
38109470,R,8/8/2012,182000,Foreclosure Proceedings
38110000,C,12/3/2013,105000,Foreclosure Proceedings
38110040,C,11/26/2013,95000,Foreclosure Proceedings
38112450,R,5/10/2012,115000,Foreclosure Proceedings
38112610,R,12/12/2012,110100,Foreclosure Proceedings
38113050,R,9/16/2011,154500,Foreclosure Proceedings
38113560,R,1/23/2013,91103,Foreclosure Proceedings
38113570,R,4/26/2012,112100,Foreclosure Proceedings
38113670,R,4/10/2014,120750,Foreclosure Proceedings
38114090,R,8/27/2013,162777,Foreclosure Proceedings
38114280,R,6/21/2013,178700,Foreclosure Proceedings
38115200,R,10/26/2012,218000,Foreclosure Proceedings
38115250,R,1/28/2011,200000,Foreclosure Proceedings
38116130,R,5/9/2013,178250,Foreclosure Proceedings
38116610,R,5/1/2012,149000,Foreclosure Proceedings
38117080,R,8/13/2012,115000,Foreclosure Proceedings
38117200,R,4/28/2014,102000,Foreclosure Proceedings
38117320,R,5/27/2011,117500,Foreclosure Proceedings
38117340,R,4/18/2013,85000,Foreclosure Proceedings
38117620,R,10/2/2012,160000,Foreclosure Proceedings
38118100,R,3/20/2012,151500,Foreclosure Proceedings
38118330,R,7/15/2011,153500,Foreclosure Proceedings
38118610,R,4/8/2013,105000,Foreclosure Proceedings
38118820,R,3/5/2013,117000,Foreclosure Proceedings
38118940,R,9/28/2011,143600,Foreclosure Proceedings
38119020,R,3/28/2014,145400,Foreclosure Proceedings
38119490,R,3/22/2012,197000,Foreclosure Proceedings
38120140,R,5/3/2013,155000,Foreclosure Proceedings
38121270,R,5/21/2013,145000,Foreclosure Proceedings
38121320,R,3/13/2012,156250,Foreclosure Proceedings
38122530,R,8/26/2011,312500,Foreclosure Proceedings
38122860,R,7/24/2012,65000,Foreclosure Proceedings
38122880,R,9/25/2012,100000,Foreclosure Proceedings
38122980,R,6/29/2012,82300,Foreclosure Proceedings
38123050,R,1/28/2011,68500,Foreclosure Proceedings
38123150,R,1/31/2013,67500,Foreclosure Proceedings
38123560,R,12/8/2011,270700,Foreclosure Proceedings
38124230,R,4/2/2011,182500,Foreclosure Proceedings
38124240,R,6/22/2012,185000,Foreclosure Proceedings
38124390,R,9/14/2012,180000,Foreclosure Proceedings
38125800,R,1/29/2014,617500,Foreclosure Proceedings
38126990,R,3/4/2013,118000,Foreclosure Proceedings
38127090,R,7/3/2013,100000,Foreclosure Proceedings
38127140,R,10/25/2011,97150,Foreclosure Proceedings
38127270,R,9/9/2011,121500,Foreclosure Proceedings
38127330,R,8/3/2011,113100,Foreclosure Proceedings
38127830,R,7/23/2013,89900,Foreclosure Proceedings
38128070,R,3/31/2011,125777,Foreclosure Proceedings
38128170,R,11/30/2011,125000,Foreclosure Proceedings
38128180,R,10/9/2013,120000,Foreclosure Proceedings
38128860,R,12/2/2013,105299,Foreclosure Proceedings
38129720,R,2/28/2014,125000,Foreclosure Proceedings
38129870,R,6/10/2011,125000,Foreclosure Proceedings
38130520,R,7/25/2012,100000,Foreclosure Proceedings
38131020,R,2/8/2012,136000,Foreclosure Proceedings
38131600,R,3/29/2012,90000,Foreclosure Proceedings
38131710,R,1/8/2013,103500,Foreclosure Proceedings
38131720,R,8/3/2011,108500,Foreclosure Proceedings
38133400,R,12/16/2013,320000,Foreclosure Proceedings
38135310,R,11/1/2013,114950,Foreclosure Proceedings
38135360,R,3/29/2012,105000,Foreclosure Proceedings
38135850,R,12/14/2012,158000,Foreclosure Proceedings
38136340,R,3/9/2011,178000,Foreclosure Proceedings
38136420,R,11/15/2012,158000,Foreclosure Proceedings
38136500,R,7/6/2012,159900,Foreclosure Proceedings
38136650,R,1/29/2013,164250,Foreclosure Proceedings
38136800,R,12/21/2012,160000,Foreclosure Proceedings
38137010,R,10/14/2011,156000,Foreclosure Proceedings
38137200,R,3/27/2013,146500,Foreclosure Proceedings
38137870,R,4/29/2013,175500,Foreclosure Proceedings
38138300,R,9/6/2012,216000,Foreclosure Proceedings
38139720,R,4/16/2013,141000,Foreclosure Proceedings
38139740,R,1/15/2013,142500,Foreclosure Proceedings
38139800,R,8/15/2012,120000,Foreclosure Proceedings
38140840,R,10/30/2012,185510,Foreclosure Proceedings
38142080,R,6/22/2012,135900,Foreclosure Proceedings
38142940,R,1/2/2013,168000,Foreclosure Proceedings
38142980,R,4/14/2011,173000,Foreclosure Proceedings
38143000,R,3/28/2013,185500,Foreclosure Proceedings
38143520,R,1/4/2013,188769,Foreclosure Proceedings
38145100,R,4/12/2013,184600,Foreclosure Proceedings
38145620,R,10/29/2013,139500,Foreclosure Proceedings
38145660,R,3/12/2012,132000,Foreclosure Proceedings
38145670,R,7/12/2013,135000,Foreclosure Proceedings
38145740,R,6/26/2012,140000,Foreclosure Proceedings
38145880,R,10/31/2012,134900,Foreclosure Proceedings
38146000,R,3/12/2013,154900,Foreclosure Proceedings
38146010,R,3/16/2011,140000,Foreclosure Proceedings
38146110,R,4/30/2013,134900,Foreclosure Proceedings
38146420,R,3/28/2013,105000,Foreclosure Proceedings
38147040,R,3/31/2011,275000,Foreclosure Proceedings
38147850,R,10/4/2011,99000,Foreclosure Proceedings
38148200,R,6/13/2011,111900,Foreclosure Proceedings
38148310,R,2/19/2013,94752,Foreclosure Proceedings
38150950,R,12/27/2011,135000,Foreclosure Proceedings
38151490,R,4/23/2012,96903,Foreclosure Proceedings
38151890,R,1/18/2011,152000,Foreclosure Proceedings
38153680,R,11/23/2011,204000,Foreclosure Proceedings
38153930,R,10/15/2012,155000,Foreclosure Proceedings
38154330,R,1/28/2011,180000,Foreclosure Proceedings
38154370,R,11/6/2012,104000,Foreclosure Proceedings
38154380,R,1/31/2011,160000,Foreclosure Proceedings
38154760,R,8/17/2012,134900,Foreclosure Proceedings
38155720,R,6/20/2013,87000,Foreclosure Proceedings
38156090,R,5/11/2011,174000,Foreclosure Proceedings
38157780,C,12/12/2013,272000,Foreclosure Proceedings
38159430,R,4/30/2014,111500,Foreclosure Proceedings
38160530,R,1/24/2013,205000,Foreclosure Proceedings
38161890,R,4/28/2014,439900,Foreclosure Proceedings
38163440,R,3/12/2012,85000,Foreclosure Proceedings
38163490,R,9/19/2012,93000,Foreclosure Proceedings
38165490,R,3/18/2014,149000,Foreclosure Proceedings
38165950,R,4/4/2011,203000,Foreclosure Proceedings
38166530,C,5/12/2011,325000,Foreclosure Proceedings
38167910,R,5/21/2012,117554,Foreclosure Proceedings
38168850,R,2/25/2011,122500,Foreclosure Proceedings
38169040,R,3/21/2011,159000,Foreclosure Proceedings
38169510,R,4/9/2013,158000,Foreclosure Proceedings
38169590,R,3/27/2014,174900,Foreclosure Proceedings
38170480,R,12/27/2012,790000,Foreclosure Proceedings
38171070,R,6/28/2013,104000,Foreclosure Proceedings
38171120,R,11/23/2011,85000,Foreclosure Proceedings
38171570,R,1/13/2012,112900,Foreclosure Proceedings
38171640,R,9/22/2011,103000,Foreclosure Proceedings
38171660,R,3/1/2013,98000,Foreclosure Proceedings
38171900,R,8/17/2012,121000,Foreclosure Proceedings
38172610,R,4/18/2013,92500,Foreclosure Proceedings
38172900,R,6/20/2011,104000,Foreclosure Proceedings
38173200,R,2/19/2014,145500,Foreclosure Proceedings
38175760,R,7/13/2011,138000,Foreclosure Proceedings
38176030,R,7/27/2011,115000,Foreclosure Proceedings
38176070,R,8/3/2012,340000,Foreclosure Proceedings
38176530,R,9/28/2012,249900,Foreclosure Proceedings
38176560,R,4/29/2014,294902,Foreclosure Proceedings
38177760,R,11/7/2012,130000,Foreclosure Proceedings
38178060,R,3/30/2012,125000,Foreclosure Proceedings
38179750,R,12/14/2011,199000,Foreclosure Proceedings
38179950,R,11/3/2011,171000,Foreclosure Proceedings
38180200,R,11/26/2013,127501,Foreclosure Proceedings
38180820,C,4/17/2012,133500,Foreclosure Proceedings
38180840,C,2/8/2012,102500,Foreclosure Proceedings
38183500,R,12/18/2012,74500,Foreclosure Proceedings
38184300,R,6/25/2013,88000,Foreclosure Proceedings
38184930,R,5/16/2012,50000,Foreclosure Proceedings
38185390,R,11/26/2012,135100,Foreclosure Proceedings
38185880,R,12/20/2011,130000,Foreclosure Proceedings
38185930,R,4/9/2013,157101,Foreclosure Proceedings
38186320,R,5/3/2013,125000,Foreclosure Proceedings
38186330,R,2/27/2013,205000,Foreclosure Proceedings
38187000,R,11/7/2013,109000,Foreclosure Proceedings
38188900,R,3/8/2013,137000,Foreclosure Proceedings
38188920,R,6/4/2013,141000,Foreclosure Proceedings
38188930,R,1/22/2013,135000,Foreclosure Proceedings
38189360,R,8/20/2013,138000,Foreclosure Proceedings
38189500,R,2/4/2011,107000,Foreclosure Proceedings
38190530,C,6/17/2011,86000,Foreclosure Proceedings
38190540,C,6/15/2011,115000,Foreclosure Proceedings
38190560,C,2/6/2013,69000,Foreclosure Proceedings
38190570,C,2/11/2013,68000,Foreclosure Proceedings
38190580,C,5/6/2011,75000,Foreclosure Proceedings
38190660,C,9/1/2011,73000,Foreclosure Proceedings
38191310,R,5/18/2012,205000,Foreclosure Proceedings
38193440,R,12/26/2013,56700,Foreclosure Proceedings
38193540,R,2/9/2011,90000,Foreclosure Proceedings
38193870,R,2/28/2013,162000,Foreclosure Proceedings
38194230,R,1/30/2012,390000,Foreclosure Proceedings
38194580,R,10/27/2011,121000,Foreclosure Proceedings
38195550,R,10/15/2012,172000,Foreclosure Proceedings
38195890,R,2/8/2013,174400,Foreclosure Proceedings
38196740,R,5/1/2014,320000,Foreclosure Proceedings
38196750,R,5/9/2014,255000,Foreclosure Proceedings
38196760,R,12/11/2013,322000,Foreclosure Proceedings
38197200,R,7/8/2013,91000,Foreclosure Proceedings
38197300,R,11/5/2013,77250,Foreclosure Proceedings
38197640,R,2/28/2013,95000,Foreclosure Proceedings
38198170,R,7/12/2011,138500,Foreclosure Proceedings
38202150,R,12/30/2011,118000,Foreclosure Proceedings
38204510,R,11/28/2012,290000,Foreclosure Proceedings
38205170,C,2/29/2012,410000,Foreclosure Proceedings
38207820,R,6/28/2013,102000,Foreclosure Proceedings
38208130,R,11/27/2012,128002,Foreclosure Proceedings
38208630,R,4/25/2013,108000,Foreclosure Proceedings
38208730,R,10/25/2012,115000,Foreclosure Proceedings
38209680,R,11/28/2012,290000,Foreclosure Proceedings
38209740,R,11/28/2012,290000,Foreclosure Proceedings
38210990,C,8/31/2011,165000,Foreclosure Proceedings
38211200,R,8/13/2013,165000,Foreclosure Proceedings
38212020,R,6/17/2014,46500,Foreclosure Proceedings
38212590,R,4/18/2013,115110,Foreclosure Proceedings
38212660,R,5/1/2014,0,Foreclosure Proceedings
38212660,R,8/2/2013,0,Foreclosure Proceedings
38215650,C,12/11/2012,235000,Foreclosure Proceedings
38215680,C,6/25/2013,235000,Foreclosure Proceedings
38215710,C,3/31/2014,240000,Foreclosure Proceedings
38218120,R,1/27/2011,145500,Foreclosure Proceedings
38219070,R,5/25/2012,196500,Foreclosure Proceedings
38222160,C,12/28/2012,255000,Foreclosure Proceedings
38222170,C,4/20/2012,1000,Foreclosure Proceedings
38222180,C,4/20/2012,100700,Foreclosure Proceedings
38222190,C,4/20/2012,100700,Foreclosure Proceedings
38222200,C,11/28/2012,226600,Foreclosure Proceedings
38222210,C,11/28/2012,226600,Foreclosure Proceedings
38222220,C,11/28/2012,226600,Foreclosure Proceedings
38222270,C,12/14/2011,85000,Foreclosure Proceedings
38222280,C,5/1/2012,98000,Foreclosure Proceedings
38222650,R,6/20/2012,190000,Foreclosure Proceedings
38222850,R,9/26/2012,180000,Foreclosure Proceedings
38223470,R,2/22/2013,120000,Foreclosure Proceedings
38223730,R,10/28/2013,910000,Foreclosure Proceedings
38223740,R,10/28/2013,910000,Foreclosure Proceedings
38223750,R,10/28/2013,910000,Foreclosure Proceedings
38223760,R,10/28/2013,910000,Foreclosure Proceedings
38223770,R,10/28/2013,910000,Foreclosure Proceedings
38223780,R,10/28/2013,910000,Foreclosure Proceedings
38223790,R,10/28/2013,910000,Foreclosure Proceedings
38223800,R,10/28/2013,910000,Foreclosure Proceedings
38223810,R,10/28/2013,910000,Foreclosure Proceedings
38223820,R,10/28/2013,910000,Foreclosure Proceedings
38223830,R,10/28/2013,910000,Foreclosure Proceedings
38223840,R,10/28/2013,910000,Foreclosure Proceedings
38228000,R,9/6/2013,98000,Foreclosure Proceedings
38228080,R,5/2/2014,86000,Foreclosure Proceedings
38231740,R,1/13/2012,312500,Foreclosure Proceedings
38231750,R,1/13/2012,312500,Foreclosure Proceedings
38231760,R,1/13/2012,312500,Foreclosure Proceedings
38231770,R,1/13/2012,312500,Foreclosure Proceedings
38231810,R,6/21/2013,350000,Foreclosure Proceedings
38241010,R,9/26/2012,680000,Foreclosure Proceedings
38241020,R,9/26/2012,680000,Foreclosure Proceedings
38241030,R,9/26/2012,680000,Foreclosure Proceedings
38241040,R,9/26/2012,680000,Foreclosure Proceedings
38241050,R,9/26/2012,680000,Foreclosure Proceedings
38241060,R,9/26/2012,680000,Foreclosure Proceedings
38241080,R,9/26/2012,680000,Foreclosure Proceedings
38241090,R,9/26/2012,680000,Foreclosure Proceedings
